"Maint Activity Name","Equip Pool Name","Asset Id","Item Desc","Location","Maintenance Schedule Id","Plan ID","Plan Name","Plan Desc","Plan Type Cd","Occurrence Cd","Last Maint Dt","Recurring Method Cd","Total Util Qty","Schedule Method","Last Util Qty","Utilization Measure Cd","Next Maint Date","Schedule Date","ACC","Acq Pgm Desc","Acq Pgm Name","APO Name","Asset Sts Cd","Before Util Qty","Central Maint Schedule Flag","Current Meter Reading","Custodian Name","Custodian Nbr","Data Code","Days Before Sched Qty","DOD Serial Nbr","Due Date","Equip Grp Cd","Extended Due Date","Frequency Cd","Include Weekend","Interval","Issue Date","LIN/TAMCN","Maint Acty Desc","Maint Loc","Maint Team Desc","Maint Team Id","Mfr Model Nbr","Mfr Name","Mfr Part Nbr","Next Util Qty","Not In Use","Owning UIC","Priority Cd","Rescission Date","Sched Effective Dt","Serial Nbr","Stock Nbr","Suspend Until Dt","Suspend Util Qty","Type Dsg Desc","Type Dsg Group Cd","Type Dsg Name","UII","Util Qty Frequency","Util Svc Life","Vehicle Grp Cd","Vehicle Type Cd","Waiver","Estbd By","Estbd Date Time","Last Updtd By","Last Tran Date Time"
"5 LRS MINOT","AJ - PUBLIC AFFAIRS","G410004Z","TRUCK, CARRYALL, (LEASE)","MINOT AFB","","","","","","","","","6496.000","","","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","","6496.00","PUBLIC AFFAIRS","441VV-MTAJ","","","","","VL - Passenger Carrying Vehicles","","","","","","B188","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","","","","TRANSCON","FORD","APPROX GVWR 5302, LD-MINIVAN(PASS)","","","FFDYM0","","","","NM0GE9E20N1536136","2320B18820B","","","","","","LDN003670001453312","","200000.00","0390 - LD Minivan 4X2 Pass Comm Lease","252 - LD Minivan 4x2 (Passenger)","","","","",""
"5 LRS MINOT","B0 - B0","AF11B00999","TRUCK,CARRYALL","MINOT AFB","","","","","","","","","66640.000","","","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","","66640.00","LRS VEHICLE MGT FLT","441VV-MTEG","","","","","VL - Passenger Carrying Vehicles","","","","","","B228","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","ESCAPE","FORD","APPROX GVWR 4500, LD SUV 4X4","","","FFDYM0","","","","1FMCU9DG5CKA37496","2320015763344","","","","","","LDN003670000938574","","200000.00","6170 - 4X4 SUV, Compact /99A","113 - LD SUV 4x4","","","","",""
"5 LRS MINOT","BA - MED GP CC/CV","G10A0303","AUTOMOBILE, SEDAN, (LEASE)","MINOT AFB","","","","","","","","","2517.000","","","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","","2517.00","MED GP CC","441VV-MTBA","","","","","VL - Passenger Carrying Vehicles","","","","","","B102","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT","","","ALTIMA","NISSAN","APPROX GVWR 4328, SEDAN WGN COMPACT","","","FFDYM0","","","","1N4BL4BV0RN301745","2310B1029C","","","","","","LDN003670001573066","","200000.00","1201 - Sedan Compact /","127 - Sedan/St Wgn Compact","","","","",""
"5 LRS MINOT","BE - PUBLIC HEALTH","AF10B01702","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","11/06/2025      ","XD","41746.000","LM","41642.00","M - Miles","11/06/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","41746.00","PUBLIC HEALTH","441VV-MTBE","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","","NO","FFDYM0","5 - Routine I - 5 days","","","1GCPKPEAXAZ232444","2320008116869","","","","","","LDN003670000946844","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/14/2023 5:51:40 PM","UNKNOWN","11/6/2025 3:03:27 PM"
"5 LRS MINOT","BE - PUBLIC HEALTH","AF10B01702","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260175","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","41746.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","41746.00","PUBLIC HEALTH","441VV-MTBE","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","100001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCPKPEAXAZ232444","2320008116869","","","","","","LDN003670000946844","100000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KWALKER","1/14/2025 5:44:15 PM","KWALKER","1/14/2025 5:44:15 PM"
"5 LRS MINOT","BE - PUBLIC HEALTH","AF10B01702","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260335","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","","XU","41746.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","41746.00","PUBLIC HEALTH","441VV-MTBE","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","50001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCPKPEAXAZ232444","2320008116869","","","","","","LDN003670000946844","50000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KWALKER","1/14/2025 5:44:52 PM","KWALKER","1/14/2025 5:44:52 PM"
"5 LRS MINOT","BE - PUBLIC HEALTH","AF10B01702","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281325","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","07/27/2022      ","XU","41746.000","","40003.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","41746.00","PUBLIC HEALTH","441VV-MTBE","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","90003.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCPKPEAXAZ232444","2320008116869","","","","","","LDN003670000946844","50000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","11/2/2023 2:51:01 PM","UNKNOWN","1/14/2025 9:32:13 PM"
"5 LRS MINOT","BE - PUBLIC HEALTH","AF10B01702","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","11/06/2025      ","XD","41746.000","LM","41642.00","M - Miles","11/06/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","41746.00","PUBLIC HEALTH","441VV-MTBE","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","46642.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCPKPEAXAZ232444","2320008116869","","","","","","LDN003670000946844","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","10/17/2024 8:50:29 AM","UNKNOWN","11/6/2025 3:03:25 PM"
"5 LRS MINOT","BE - PUBLIC HEALTH","AF10B01702","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","11/15/2023      ","XD","41746.000","LM","40003.00","M - Miles","11/15/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","41746.00","PUBLIC HEALTH","441VV-MTBE","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","55003.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCPKPEAXAZ232444","2320008116869","","","","","","LDN003670000946844","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","JNICKEL","9/16/2024 7:19:53 AM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:47 PM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF06B01321","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","02/26/2026      ","XD","32854.000","LM","32789.00","M - Miles","02/26/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","32854.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31P97EA26423","2320010948229","","","","","","D1TZJ429KA3","","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","GSHONKA","3/16/2023 2:05:46 PM","UNKNOWN","2/26/2026 5:22:12 PM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF06B01321","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281323","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","32854.000","","27194.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","32854.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","57194.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31P97EA26423","2320010948229","","","","","","D1TZJ429KA3","30000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","KDAVIS","12/29/2023 10:32:56 AM","KDAVIS","12/29/2023 10:32:56 AM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF06B01321","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","02/26/2026      ","XD","32854.000","LM","32789.00","M - Miles","02/26/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","32854.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","37789.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31P97EA26423","2320010948229","","","","","","D1TZJ429KA3","5000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","LTANG","11/6/2024 8:41:54 AM","UNKNOWN","2/26/2026 5:22:15 PM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF06B01321","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","02/26/2026      ","XD","32854.000","LM","32789.00","M - Miles","02/26/2029      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","32854.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B222","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","CREW CAB 4X4, APPROX GVWR 11500","47789.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FTWW31P97EA26423","2320010948229","","","","","","D1TZJ429KA3","15000","200000.00","0114 - MD Pickup Owned","122 - MD Pickup","False","JNICKEL","9/15/2024 10:26:52 AM","UNKNOWN","2/26/2026 5:22:14 PM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF16B00247","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","01/20/2026      ","XD","41654.000","LM","40496.00","M - Miles","01/20/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","41654.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","42","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","","NO","FFDYM0","5 - Routine I - 5 days","","","1GCNKNEH6GZ158411","2320009651039","","","","","","LDN003670000938213","","200000.00","7103 - 4X4 Pickup, Crew Cab /59B","122 - MD Pickup","False","GSHONKA","3/14/2023 5:54:49 PM","ANIETOREYES","1/20/2026 2:58:25 PM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF16B00247","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260174","02AE","SPARK PLUGS #VSCOS","IGNITION SYSTEM/ SPARK PLUGS","MANT","R","","XU","41654.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","41654.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","97501.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCNKNEH6GZ158411","2320009651039","","","","","","LDN003670000938213","97500","200000.00","7103 - 4X4 Pickup, Crew Cab /59B","122 - MD Pickup","False","GSHONKA","3/15/2023 9:01:24 AM","GSHONKA","3/15/2023 9:01:24 AM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF16B00247","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT260334","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","","XU","41654.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","41654.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","45001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCNKNEH6GZ158411","2320009651039","","","","","","LDN003670000938213","45000","200000.00","7103 - 4X4 Pickup, Crew Cab /59B","122 - MD Pickup","False","GSHONKA","3/15/2023 9:18:26 AM","GSHONKA","3/15/2023 9:18:26 AM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF16B00247","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT281324","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","41654.000","","19874.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","41654.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","","","","VL - Passenger Carrying Vehicles","","","NO","","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","64874.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCNKNEH6GZ158411","2320009651039","","","","","","LDN003670000938213","45000","200000.00","7103 - 4X4 Pickup, Crew Cab /59B","122 - MD Pickup","False","KDAVIS","11/2/2023 1:19:34 PM","KDAVIS","11/2/2023 1:19:34 PM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF16B00247","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","01/20/2026      ","XD","41654.000","LM","40496.00","M - Miles","01/20/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","41654.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","","","","VL - Passenger Carrying Vehicles","","M","NO","12","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","45496.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCNKNEH6GZ158411","2320009651039","","","","","","LDN003670000938213","5000","200000.00","7103 - 4X4 Pickup, Crew Cab /59B","122 - MD Pickup","False","LTANG","12/4/2024 3:33:53 PM","ANIETOREYES","1/20/2026 2:58:25 PM"
"5 LRS MINOT","BQ - MED BIOENVIRONM","AF16B00247","TRUCK,CARGO","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","12/02/2024      ","XD","41654.000","LM","36710.00","M - Miles","12/02/2027      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","41654.00","MED BIOENVIRONMENTAL","441VV-MTBQ","","15","","","VL - Passenger Carrying Vehicles","","M","NO","36","","B211","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","SILVERADO","CHEVROLET","","51710.00","NO","FFDYM0","5 - Routine I - 5 days","","","1GCNKNEH6GZ158411","2320009651039","","","","","","LDN003670000938213","15000","200000.00","7103 - 4X4 Pickup, Crew Cab /59B","122 - MD Pickup","False","JNICKEL","9/17/2024 1:47:22 PM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:48 PM"
"5 LRS MINOT","BV - MED VEHICLE CON","AF08B00875","TRUCK,AMBULANCE","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","10/20/2025      ","XD","51768.000","LM","51573.00","M - Miles","10/20/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","51768.00","MED VEHICLE CONTROL","441VV-MTBV","","42","","","VN - Trucks, Multipurpose","","M","NO","12","","B163","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 14000, MD-AMBULANCE","","NO","FFDYM0","5 - Routine I - 5 days","","","1FDWF37R68EC15360","2310013337416","","","","","","LDN003670000946665","","200000.00","0317 - MD Ambulance Owned","210 - MD Ambulance","False","GSHONKA","3/17/2023 10:04:06 AM","MACHTERHOF","10/24/2025 3:11:17 PM"
"5 LRS MINOT","BV - MED VEHICLE CON","AF08B00875","TRUCK,AMBULANCE","MINOT AFB","DF-VEHS5 LRS MINOT260178","13AT","TRANSFER CASE/ FLUID #VSCOS","TRANSFER CASE/  FLUID","MANT","R","","XU","51768.000","","1.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","51768.00","MED VEHICLE CONTROL","441VV-MTBV","","","","","VN - Trucks, Multipurpose","","","NO","","","B163","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 14000, MD-AMBULANCE","60001.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDWF37R68EC15360","2310013337416","","","","","","LDN003670000946665","60000","200000.00","0317 - MD Ambulance Owned","210 - MD Ambulance","False","GSHONKA","3/17/2023 10:07:03 AM","GSHONKA","3/17/2023 10:07:03 AM"
"5 LRS MINOT","BV - MED VEHICLE CON","AF08B00875","TRUCK,AMBULANCE","MINOT AFB","DF-VEHS5 LRS MINOT281326","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","51768.000","","41115.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","51768.00","MED VEHICLE CONTROL","441VV-MTBV","","","","","VN - Trucks, Multipurpose","","","NO","","","B163","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 14000, MD-AMBULANCE","101115.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDWF37R68EC15360","2310013337416","","","","","","LDN003670000946665","60000","200000.00","0317 - MD Ambulance Owned","210 - MD Ambulance","False","KDAVIS","11/1/2023 1:55:11 PM","KDAVIS","11/1/2023 1:55:11 PM"
"5 LRS MINOT","BV - MED VEHICLE CON","AF08B00875","TRUCK,AMBULANCE","MINOT AFB","DF-VEHS5 LRS MINOT292747","34AA","SCH PREVENTIVE MAINT INSP  #VSCOS","SCH PREVENTIVE MAINTENANCE INSPECTION, IAW TO 36-1-191, TABLE 3-1 & PARA 3.13.1","PREV","R","10/20/2025      ","XD","51768.000","LM","51573.00","M - Miles","10/20/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","500","NO","51768.00","MED VEHICLE CONTROL","441VV-MTBV","","","","","VN - Trucks, Multipurpose","","M","NO","12","","B163","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 14000, MD-AMBULANCE","56573.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDWF37R68EC15360","2310013337416","","","","","","LDN003670000946665","5000","200000.00","0317 - MD Ambulance Owned","210 - MD Ambulance","False","LTANG","10/9/2024 9:13:32 AM","MACHTERHOF","10/24/2025 3:11:17 PM"
"5 LRS MINOT","BV - MED VEHICLE CON","AF08B00875","TRUCK,AMBULANCE","MINOT AFB","DF-VEHS5 LRS MINOT294490","35AA","INSP/ WHEEL BEARINGS  #VSCOS","INSPECTION PERIODIC/ WHEEL BEARING INSPECTION/SERVICE, IAW TO 36-1-191, TABLE 3-2, ITEM 1","PREV","R","05/22/2025      ","XD","51768.000","LM","51524.00","M - Miles","05/22/2028      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","50","NO","51768.00","MED VEHICLE CONTROL","441VV-MTBV","","15","","","VN - Trucks, Multipurpose","","M","NO","36","","B163","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 14000, MD-AMBULANCE","66524.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDWF37R68EC15360","2310013337416","","","","","","LDN003670000946665","15000","200000.00","0317 - MD Ambulance Owned","210 - MD Ambulance","False","JNICKEL","9/15/2024 11:23:46 AM","SVCGM_DPAS_MAIN TFS159313","6/13/2025 9:02:47 PM"
"5 LRS MINOT","BV - MED VEHICLE CON","AF09B01321","TRUCK,AMBULANCE","MINOT AFB","DF-VEHS5 LRS MINOT259678","43AA","INCOMING INSPECTION  #VSCOS","INCOMING INSPECTION","INSP","R","12/02/2025      ","XD","29421.000","LM","29421.00","M - Miles","12/02/2026      ","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","","NO","29421.00","MED VEHICLE CONTROL","441VV-MTBV","","42","","","VN - Trucks, Multipurpose","","M","NO","12","","B162","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 14000, MD-AMBULANCE","","NO","FFDYM0","5 - Routine I - 5 days","","","1FDWF36R69EA47948","2310013337415","","","","","","D1TZJ429H26","","200000.00","0317 - MD Ambulance Owned","210 - MD Ambulance","False","GSHONKA","3/17/2023 10:02:56 AM","EPAUL","12/3/2025 12:22:43 PM"
"5 LRS MINOT","BV - MED VEHICLE CON","AF09B01321","TRUCK,AMBULANCE","MINOT AFB","DF-VEHS5 LRS MINOT281323","35AC","INSP/ TRANSMISSION SERVICE  #VSCOS","INSPECTION PERIODIC/ AUTOMATIC TRANSMISSION SERVICE, IAW 36-1-191, TABLE 3-2, ITEM 14","PREV","R","","XU","29421.000","","25895.00","M - Miles","","","P - Commercial Vehicle","","","TROY SENGER","U - In Use","1000","NO","29421.00","MED VEHICLE CONTROL","441VV-MTBV","","","","","VN - Trucks, Multipurpose","","","NO","","","B162","5 LRS MINOT VEHICLE MANAGEMENT FLIGHT","MINOT AFB","","","F350","FORD","APPROX GVWR 14000, MD-AMBULANCE","55895.00","NO","FFDYM0","5 - Routine I - 5 days","","","1FDWF36R69EA47948","2310013337415","","","","","","D1TZJ429H26","30000","200000.00","0317 - MD Ambulance Owned","210 - MD Ambulance","False","KDAVIS","11/1/2023 1:52:34 PM","KDAVIS","11/1/2023 1:52:34 PM"
